,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
6094,CJ Camcorder,VIDEO_PLAYERS,4.7,3,2.8,500+,Free,0.0,Everyone,Video Players & Editors,"November 26, 2017",1.0,4.0 and up
6095,CG JOKES - Copy & Share,FAMILY,4.4,31,4.3,"1,000+",Free,0.0,Everyone,Entertainment,"June 3, 2018",1.1,4.0 and up
6097,Funny Jokes,FAMILY,3.9,2505,2.9,"100,000+",Free,0.0,Mature 17+,Entertainment,"June 18, 2018",1.2,4.1 and up
6098,RUN JUMP RUN-fun games for free,GAME,4.4,661,42.0,"100,000+",Free,0.0,Everyone,Action,"April 20, 2018",1.5.2,3.0 and up
6099,CR Family,FAMILY,2.3,10,5.2,"1,000+",Free,0.0,Everyone,Education,"February 8, 2017",1.0.0,4.1 and up
6101,EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690,25.0,"100,000+",Free,0.0,Everyone,Food & Drink,"July 3, 2018",3.1.14,5.0 and up
6102,Tiny Defense,FAMILY,4.1,29387,16.0,"1,000,000+",Free,0.0,Everyone,Strategy,"August 22, 2015",1.0.6,3.0 and up
6104,Destiny Ninja Shall we date otome games love story,GAME,4.4,13079,30.0,"500,000+",Free,0.0,Everyone 10+,Adventure,"April 20, 2018",1.6.2,4.0 and up
6105,The wall,SHOPPING,4.4,35563,4.2,"1,000,000+",Free,0.0,Everyone,Shopping,"July 23, 2018",10.2.1,4.1 and up
6106,Registered Dietitian Pocket Prep,MEDICAL,4.3,283,12.0,"5,000+",Free,0.0,Everyone,Medical,"July 12, 2018",4.5.3,4.4 and up
6107,DraStic DS Emulator,GAME,4.6,87766,12.0,"1,000,000+",Paid,4.99,Everyone,Action,"July 19, 2016",r2.5.0.3a,2.3 and up
6109,Monster Park AR - Jurassic Dinosaurs in Real World,FAMILY,3.7,128,20.0,"10,000+",Free,0.0,Everyone,Entertainment,"March 8, 2018",1.2.2.122,7.0 and up
6110,cx-32wifi,FAMILY,4.1,62,6.5,"10,000+",Free,0.0,Everyone,Entertainment,"November 14, 2015",1.4,2.2 and up
6111,AB Click2Shop,SHOPPING,3.8,454,18.0,"100,000+",Free,0.0,Everyone,Shopping,"June 26, 2018",1.1.0.0,4.1 and up
6112,"Diabetes, Blood Pressure, Health Tracker App",MEDICAL,4.5,309,5.9,"10,000+",Free,0.0,Everyone,Medical,"March 15, 2017",2.21,4.4 and up
6114,Bingo Party - Free Bingo Games,GAME,4.7,155694,92.0,"1,000,000+",Free,0.0,Teen,Board,"July 13, 2018",2.1.1,4.0.3 and up
6115,Magana Jari ce Littafi Na Uku : Part 3 of 3,FAMILY,4.8,65,55.0,"5,000+",Free,0.0,Everyone,Education,"November 19, 2017",1.0,4.0 and up
6116,My Chakra Meditation,HEALTH_AND_FITNESS,4.4,7586,45.0,"500,000+",Free,0.0,Everyone,Health & Fitness,"April 10, 2018",1.0.6,2.3.3 and up
6117,Cards Casino:Video Poker & BJ,GAME,4.7,325,23.0,"10,000+",Free,0.0,Teen,Casino,"May 8, 2015",7.0,2.3.3 and up
6119,"AC & TV, DVD, Set Top Box - Remote control IR",TOOLS,3.6,3632,3.2,"1,000,000+",Free,0.0,Everyone,Tools,"November 13, 2017",11;11.26,4.0.3 and up
6120,FE Mechanical Engineering Prep,FAMILY,1.0,2,21.0,"1,000+",Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
6122,Remote For ATT U-verse TV - NOW FREE,TOOLS,2.5,20,26.0,"5,000+",Free,0.0,Everyone,Tools,"July 25, 2018",6.1.5,4.2 and up
6123,EC Security,LIFESTYLE,4.5,13,28.0,"1,000+",Free,0.0,Everyone,Lifestyle,"May 9, 2017",1.17.0.0,2.3.3 and up
6125,Anime X Wallpaper,PERSONALIZATION,4.7,32613,3.2,"1,000,000+",Free,0.0,Everyone,Personalization,"May 31, 2018",3.11,4.1 and up
6127,Summoners War,GAME,4.3,2045554,28.0,"50,000,000+",Free,0.0,Teen,Role Playing,"July 30, 2018",4.0.1,4.0.3 and up
6131,"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97699,7.9,"1,000,000+",Free,0.0,Mature 17+,Dating,"July 10, 2018",1.230,4.0.3 and up
6132,C Programs Handbook,BOOKS_AND_REFERENCE,4.0,459,3.1,"50,000+",Free,0.0,Everyone,Books & Reference,"November 16, 2017",2.2.3.3,4.0 and up
6133,BM Pharmacy,HEALTH_AND_FITNESS,4.9,42,18.0,"1,000+",Free,0.0,Everyone,Health & Fitness,"June 11, 2018",1.5.12,4.1 and up
6134,Gainesville Bus Tracker,MAPS_AND_NAVIGATION,4.2,63,1.6,"10,000+",Free,0.0,Everyone,Maps & Navigation,"August 25, 2015",1.0.6,4.0 and up
6136,Keypad Lock Screen,TOOLS,4.2,428581,4.7,"10,000,000+",Free,0.0,Everyone,Tools,"July 17, 2018",1.33,4.0 and up
6137,.R,TOOLS,4.5,259,0.1982421875,"10,000+",Free,0.0,Everyone,Tools,"September 16, 2014",1.1.06,1.5 and up
6138,"End Anxiety Pro - Stress, Panic Attack Help",MEDICAL,4.2,33,53.0,"1,000+",Paid,3.99,Everyone,Medical,"May 8, 2018",2.29,4.2 and up
6142,GALAK-Z: Variant Mobile,GAME,3.9,145,79.0,"10,000+",Free,0.0,Everyone,Action,"July 30, 2018",1.7.6,4.4 and up
6145,AR Toybox - Augmented Reality Demos,FAMILY,3.8,20,36.0,"1,000+",Free,0.0,Everyone,Simulation,"August 17, 2017",1.0.2,4.1 and up
6148,EZ game screen recorder with audio 1080P,VIDEO_PLAYERS,4.1,40,3.9,"1,000+",Free,0.0,Everyone,Video Players & Editors,"July 13, 2017",1.0.0,5.0 and up
6149,Farsi Keyboard,TOOLS,4.3,9716,1.3,"1,000,000+",Free,0.0,Everyone,Tools,"April 10, 2018",4.7,4.0 and up
6150,A. O. Smith,TOOLS,4.2,32,33.0,"10,000+",Free,0.0,Everyone,Tools,"May 21, 2018",3.0.22,4.0 and up
6151,La Poupée du Voyant,FAMILY,4.4,265,8.2,"50,000+",Free,0.0,Everyone,Entertainment,"January 6, 2017",1.0.0,4.1 and up
6155,Basketball Stars,SPORTS,4.4,867920,45.0,"10,000,000+",Free,0.0,Everyone,Sports,"July 14, 2018",1.16.2,4.0.3 and up
6156,BSC IT,FAMILY,4.4,847,21.0,"10,000+",Free,0.0,Everyone,Education,"July 16, 2018",2.3,4.0.3 and up
6157,All Events in City,EVENTS,4.0,3782,9.5,"100,000+",Free,0.0,Everyone,Events,"June 12, 2018",8.4,4.0.3 and up
6158,"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5,"1,000,000+",Free,0.0,Everyone,House & Home,"August 3, 2018",2.1.0,5.0 and up
6159,BN Pro Percent White HD Text,LIBRARIES_AND_DEMO,4.0,45,0.3271484375,"5,000+",Free,0.0,Everyone,Libraries & Demo,"February 5, 2017",2.3.2,1.6 and up
6162,LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,4.6,7973,18.0,"1,000,000+",Free,0.0,Everyone,Education,"July 27, 2018",0.29.74,4.4 and up
6164,Pic Stitch - #1 Collage Maker,PHOTOGRAPHY,4.2,15426,50.0,"1,000,000+",Free,0.0,Everyone,Photography,"July 24, 2018",3.8.3,5.1 and up
6165,Q,FAMILY,4.2,69126,60.0,"1,000,000+",Free,0.0,Everyone,Puzzle,"April 19, 2018",2.9.4,4.0 and up
6166,"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35.0,"100,000+",Free,0.0,Everyone,Comics,"August 2, 2018",2.4.25,4.4 and up
6169,EC Taximeter,PRODUCTIVITY,3.9,162,5.0,"10,000+",Free,0.0,Everyone,Productivity,"May 14, 2018",3.0.21,4.0 and up
6171,Photo Editor - BPhoto,PHOTOGRAPHY,4.5,42,20.0,"1,000+",Free,0.0,Everyone,Photography,"September 17, 2016",1.2,4.2 and up
6173,Lock Screen - DU Locker & Lock screen wallpaper,TOOLS,4.5,5174,4.7,"100,000+",Free,0.0,Everyone,Tools,"April 26, 2018",2.0.0,4.0 and up
6177,K-pop Music,FAMILY,4.0,369,3.5,"10,000+",Free,0.0,Everyone,Entertainment,"January 11, 2017",2.0.0,2.3 and up
6178,BD Bank Interest,FINANCE,4.7,289,3.2,"5,000+",Free,0.0,Everyone,Finance,"May 4, 2018",1.2,4.1 and up
6179,BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27.0,"10,000+",Free,0.0,Mature 17+,Dating,"July 23, 2018",5.2.9,4.1 and up
6180,EZ Quran,BOOKS_AND_REFERENCE,4.6,595,8.5,"50,000+",Free,0.0,Everyone,Books & Reference,"June 28, 2016",6.0,4.1 and up
6181,WPBS-DT,FAMILY,5.0,3,6.3,500+,Free,0.0,Everyone,Entertainment,"April 3, 2015",4.1.1,2.3.3 and up
6183,Block City Wars + skins export,FAMILY,4.5,762706,28.0,"10,000,000+",Free,0.0,Teen,Simulation,"March 30, 2018",6.7.5,4.0 and up
6184,DX,SHOPPING,3.1,6697,11.0,"500,000+",Free,0.0,Everyone,Shopping,"February 1, 2018",4.2.1,4.0 and up
6186,loans.com.au Smart Money,FINANCE,3.5,30,17.0,"1,000+",Free,0.0,Everyone,Finance,"May 27, 2018",1.4.0,4.1 and up
6187,CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12.0,"10,000,000+",Free,0.0,Teen,Entertainment,"July 20, 2018",4.8.6,4.1 and up
6189,Santa Fe FCU Mobile Banking,FINANCE,4.3,12,9.0,"1,000+",Free,0.0,Everyone,Finance,"January 22, 2018",1.18.4,4.0 and up
6190,AC Remote for Sharp - NOW FREE,TOOLS,3.7,332,26.0,"50,000+",Free,0.0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
6191,VIVA BH,TOOLS,4.0,2055,2.6,"100,000+",Free,0.0,Everyone,Tools,"April 9, 2018",2.44,4.0 and up
6192,My baby firework (Remove ad),FAMILY,4.1,30,0.013671875,"1,000+",Paid,0.99,Everyone,Entertainment,"April 25, 2013",Varies with device,Varies with device
6195,Angry Birds Epic RPG,FAMILY,4.5,2634605,63.0,"10,000,000+",Free,0.0,Everyone,Role Playing,"July 18, 2018",3.0.27430.4799,4.4 and up
6196,DB Customer Connect,BUSINESS,4.2,100,6.3,"10,000+",Free,0.0,Everyone,Business,"July 21, 2018",2.0.0,4.1 and up
6197,Onefootball - Soccer Scores,SPORTS,4.7,911995,20.0,"10,000,000+",Free,0.0,Everyone,Sports,"August 1, 2018",10.8.1.330,4.4 and up
6199,Last Day on Earth: Survival,GAME,4.5,2308916,87.0,"10,000,000+",Free,0.0,Teen,Action,"August 1, 2018",1.9.3,4.1 and up
6200,AI Benchmark,TOOLS,4.0,97,99.0,"5,000+",Free,0.0,Everyone,Tools,"June 29, 2018",2.0.0,4.1 and up
6201,Writing Wizard Premium - Handwriting,FAMILY,4.1,89,33.0,"5,000+",Paid,4.49,Everyone,Education;Education,"December 3, 2017",2.5.0,4.0.3 and up
6202,Etta Homes,LIFESTYLE,4.2,220,15.0,"50,000+",Free,0.0,Everyone,Lifestyle,"July 26, 2018",9.1.0,5.0 and up
6203,FK Crvena zvezda,SPORTS,4.9,1211,15.0,"10,000+",Free,0.0,Everyone,Sports,"January 22, 2018",1.0.1,4.4 and up
6205,Lottery Ticket Checker - Florida Results & Lotto,TOOLS,1.0,3,41.0,500+,Free,0.0,Everyone,Tools,"December 12, 2017",1.0,4.2 and up
6206,"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253,31.0,"1,000,000+",Free,0.0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up
6207,Eternium,FAMILY,4.8,1506783,89.0,"10,000,000+",Free,0.0,Teen,Role Playing,"July 18, 2018",1.2.115,4.0 and up
6208,DP Editor,PHOTOGRAPHY,4.3,18,15.0,"5,000+",Free,0.0,Teen,Photography,"August 4, 2018",1.5,4.1 and up
6209,Ticketmaster Event Tickets,EVENTS,4.0,40113,36.0,"5,000,000+",Free,0.0,Everyone,Events,"July 23, 2018",Varies with device,Varies with device
6210,"Easy Resume Builder, Resume help, Curriculum vitae",TOOLS,4.3,996,10.0,"50,000+",Free,0.0,Everyone,Tools,"September 28, 2017",2.3,4.0.3 and up
6211,Florida Cooling Supply HVAC,PRODUCTIVITY,4.2,6,43.0,500+,Free,0.0,Everyone,Productivity,"July 27, 2018",8.1.10.41,4.4 and up
6212,Morse Code Reader,COMMUNICATION,3.9,1436,0.01953125,"100,000+",Free,0.0,Everyone,Communication,"August 26, 2013",1.0,1.6 and up
6213,Blood Pressure Companion,MEDICAL,4.2,178,4.8,"1,000+",Paid,0.99,Everyone,Medical,"July 22, 2018",4.1.5 (Steglitz),4.1 and up
6214,Real Estate sale & rent Trovit,HOUSE_AND_HOME,4.1,65913,7.7,"5,000,000+",Free,0.0,Everyone,House & Home,"July 16, 2018",4.47.3,4.0.3 and up
6215,Bird - Enjoy The Ride,TRAVEL_AND_LOCAL,4.3,2649,25.0,"500,000+",Free,0.0,Everyone,Travel & Local,"August 3, 2018",4.1.1,4.4 and up
6216,"iPair-Meet, Chat, Dating",DATING,4.5,182986,77.0,"5,000,000+",Free,0.0,Mature 17+,Dating,"August 2, 2018",5.0.8,4.1 and up
6218,DQ Texas,FOOD_AND_DRINK,4.1,336,13.0,"100,000+",Free,0.0,Everyone,Food & Drink,"May 18, 2018",1.4.1,4.1 and up
6219,LOVOO,SOCIAL,4.0,852455,68.0,"10,000,000+",Free,0.0,Mature 17+,Social,"August 3, 2018",27.0,4.2 and up
6220,Paint By Number,FAMILY,3.5,807,4.6,"500,000+",Free,0.0,Everyone,Casual,"May 1, 2018",1.4.0,3.0 and up
6221,Verify - Receipts & Expenses,BUSINESS,4.5,413,29.0,"10,000+",Free,0.0,Everyone,Business,"July 25, 2018",2.0.19,5.0 and up
6222,Johns Hopkins Guides ABX...,MEDICAL,4.7,73,6.3,"10,000+",Free,0.0,Everyone,Medical,"December 8, 2017",2.7.36,4.1 and up
6224,The Gang Sniper V. Pocket Edition.,GAME,3.9,6121,61.0,"500,000+",Free,0.0,Mature 17+,Action,"June 20, 2018",2.1,4.1 and up
6225,F-Gas Solutions,BUSINESS,4.2,127,1.4,"10,000+",Free,0.0,Everyone,Business,"October 7, 2016",2.1.3,4.0 and up
6226,Extreme X Ray Robot Stunts,GAME,4.3,10806,49.0,"5,000,000+",Free,0.0,Everyone,Racing,"May 9, 2017",1.5.1,4.0 and up
6227,Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1,"100,000+",Free,0.0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up
6228,Crazy ER Open Heart Surgery Simulator,FAMILY,4.0,2936,45.0,"500,000+",Free,0.0,Everyone,Simulation,"October 26, 2017",1.5,4.0 and up
6231,G-NetWiFi Pro,TOOLS,3.3,6,1.5,100+,Paid,5.99,Everyone,Tools,"June 18, 2018",3.2,4.0 and up
6232,Pick-a-Paint,LIFESTYLE,1.6,242,36.0,"50,000+",Free,0.0,Everyone,Lifestyle,"May 14, 2018",1.2.1,3.0 and up
6233,Lotto Results - Mega Millions Powerball Lottery US,NEWS_AND_MAGAZINES,4.5,14221,1.8,"1,000,000+",Free,0.0,Teen,News & Magazines,"December 11, 2015",2.0.3,2.3.3 and up
6235,Moto Z Market,TOOLS,2.2,605,3.8,"1,000,000+",Free,0.0,Everyone,Tools,"December 18, 2017",02.02.0045,5.0 and up
6236,"O Multiple - App Cloner, Duals APP, tarallel",TOOLS,3.9,145,5.2,"50,000+",Free,0.0,Everyone,Tools,"May 15, 2018",1.0.7,4.1 and up
6238,GPS Map Free,TRAVEL_AND_LOCAL,4.0,33782,7.6,"5,000,000+",Free,0.0,Everyone,Travel & Local,"July 11, 2018",4.6,4.0 and up
6239,Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22.0,"5,000,000+",Free,0.0,Everyone,Communication,"July 31, 2018",1.60.0.31354-release,4.0.3 and up
6240,Shop 'n Save,SHOPPING,3.4,620,40.0,"100,000+",Free,0.0,Everyone,Shopping,"March 13, 2018",2.2.8,4.1 and up
6242,Ek Kauwa Pyasa Tha,FAMILY,4.1,35,3.1,"50,000+",Free,0.0,Everyone,Entertainment,"June 25, 2017",1.3.6,4.0 and up
6245,Toyota Cruisers & Trucks Mag,TRAVEL_AND_LOCAL,4.5,10,8.0,500+,Free,0.0,Everyone,Travel & Local,"March 14, 2018",3.0.0,4.4 and up
6246,IDM Internet Download Manager,PRODUCTIVITY,3.9,1322,4.2,"100,000+",Free,0.0,Everyone,Productivity,"October 25, 2016",1.0.4,4.2 and up
6247,Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47777,19.0,"5,000,000+",Free,0.0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device
6248,Horror Hospital,GAME,3.7,63986,26.0,"1,000,000+",Free,0.0,Teen,Action,"October 10, 2017",6.0,2.3 and up
6250,Talking Tom Bubble Shooter,FAMILY,4.4,687136,54.0,"50,000,000+",Free,0.0,Everyone,Casual,"May 25, 2018",1.5.3.20,4.1 and up
6253,E.G. Chess,GAME,4.3,56,23.0,"1,000+",Paid,0.99,Everyone,Board,"December 6, 2014",1.0.28,2.3 and up
6255,Elifba Quran Learning Game,FAMILY,4.7,1424,19.0,"100,000+",Free,0.0,Everyone,Educational,"June 7, 2018",2.2,4.1 and up
6259,E.G. Chess Free,GAME,4.0,505,23.0,"10,000+",Free,0.0,Everyone,Board,"December 6, 2014",1.0.28,2.3 and up
6260,CZ-Help,BOOKS_AND_REFERENCE,5.0,2,1.4,5+,Free,0.0,Everyone,Books & Reference,"July 13, 2018",0.1,4.4 and up
6261,Lollipop Keyboard L Pro,PERSONALIZATION,3.6,5525,2.6,"500,000+",Free,0.0,Everyone,Personalization,"June 6, 2016",1.6,2.3 and up
6262,CJ SO COOL,FAMILY,4.5,145,14.0,"10,000+",Free,0.0,Everyone,Entertainment,"July 11, 2018",1.0,4.2 and up
6264,Open Heart Surgery Hospital ER: Crazy Doctor Sim,FAMILY,4.7,7,25.0,"1,000+",Free,0.0,Teen,Casual,"April 5, 2018",1.0,4.1 and up
6266,LG AC Smart Diagnosis,LIFESTYLE,3.4,377,6.1,"100,000+",Free,0.0,Everyone,Lifestyle,"March 21, 2017",1.1.4,4.0 and up
6267,Sketch 'n' go,VIDEO_PLAYERS,3.8,3965,6.4,"100,000+",Free,0.0,Everyone,Video Players & Editors,"March 26, 2018",2.2.9,4.1 and up
6270,Firefighters First CU,FINANCE,4.8,495,12.0,"5,000+",Free,0.0,Everyone,Finance,"May 1, 2018",5.7.1.0,5.0 and up
6272,Elemental Galaxy Dx - Match3,FAMILY,4.0,127,14.0,"10,000+",Free,0.0,Everyone,Puzzle,"March 11, 2014",1.0.9,2.2 and up
6273,MazeMilitia Classic Multiplayer Shooting Game,GAME,4.4,1294,44.0,"50,000+",Free,0.0,Mature 17+,Action,"March 8, 2018",1.2,4.1 and up
6274,Results for CT Lottery,FAMILY,4.5,86,8.6,"5,000+",Free,0.0,Teen,Entertainment,"March 11, 2017",5.1,4.1 and up
6275,"Mobizen Screen Recorder for LG - Record, Capture",VIDEO_PLAYERS,4.5,58820,37.0,"1,000,000+",Free,0.0,Everyone,Video Players & Editors,"April 26, 2018",3.5.1.8,4.4 and up
6279,Discover Mobile,FINANCE,4.6,87951,68.0,"5,000,000+",Free,0.0,Everyone,Finance,"July 23, 2018",9.7.0,4.1 and up
6280,Nemours CareConnect,MEDICAL,4.4,65,37.0,"10,000+",Free,0.0,Everyone,Medical,"April 5, 2018",10.4.1.000_00,4.0.3 and up
6281,EP Radio,FAMILY,5.0,3,0.150390625,50+,Free,0.0,Everyone,Entertainment,"March 26, 2018",1.0,3.0 and up
6284,Mirror Camera (Mirror + Selfie Camera),BEAUTY,4.1,9315,2.6,"1,000,000+",Free,0.0,Everyone,Beauty,"November 21, 2017",1.4.2,4.0 and up
6287,Penny Finder,SHOPPING,4.2,470,4.1,"10,000+",Paid,2.99,Everyone,Shopping,"July 17, 2018",1.3.7,4.1 and up
6289,PixPanda - Color by Number Pixel Art Coloring Book,FAMILY,4.9,55723,14.0,"1,000,000+",Free,0.0,Everyone,Entertainment,"June 4, 2018",3.3,4.0.3 and up
6290,BF Movies Fun,FAMILY,3.8,63,3.7,"10,000+",Free,0.0,Teen,Entertainment,"April 7, 2018",1.0,2.3.3 and up
6292,SKencar,AUTO_AND_VEHICLES,3.7,4806,35.0,"1,000,000+",Free,0.0,Everyone,Auto & Vehicles,"July 31, 2018",4.0.3,4.0.3 and up
6293,OnePlus Icon Pack - Square,PERSONALIZATION,4.7,229,1.1,"500,000+",Free,0.0,Everyone,Personalization,"May 23, 2018",1.9.1.180419172630.4a15962,5.0 and up
6296,Inputting Plus: Ctrl + Z/F/C/V,PRODUCTIVITY,4.2,1117,3.0,"50,000+",Free,0.0,Everyone,Productivity,"October 18, 2017",1.0.6,5.0 and up
6297,Sverige Tidningar,NEWS_AND_MAGAZINES,4.1,905,4.0,"50,000+",Free,0.0,Everyone,News & Magazines,"July 30, 2018",2.2.2.1,4.0 and up
6298,My baby Phone,PARENTING,3.7,9293,2.4,"1,000,000+",Free,0.0,Everyone,Parenting,"May 28, 2018",2.03.2714,4.0 and up
6299,Kate Mobile for VK,SOCIAL,4.4,540930,5.3,"10,000,000+",Free,0.0,Teen,Social,"July 23, 2018",50.2 lite,2.2 and up
6301,Sleep Sounds,HEALTH_AND_FITNESS,4.8,51227,28.0,"1,000,000+",Free,0.0,Everyone,Health & Fitness,"July 13, 2018",4.0.1,4.0.3 and up
6303,File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6,"10,000,000+",Free,0.0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up
6304,Beach Buggy Blitz,GAME,4.2,640974,47.0,"50,000,000+",Free,0.0,Everyone,Racing,"June 5, 2018",1.5,4.0.3 and up
6305,1LINE – One Line with One Touch,GAME,4.6,214878,10.0,"10,000,000+",Free,0.0,Everyone,Board,"August 3, 2018",2.0.4,4.1 and up
6307,3D Color by Number with Voxels,FAMILY,4.5,5481,69.0,"500,000+",Free,0.0,Everyone,Entertainment,"July 7, 2018",1.3,4.4 and up
6308,Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,66,38.0,"10,000+",Free,0.0,Everyone,Arcade,"July 17, 2018",1.2,4.1 and up
6310,Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,4.9,"10,000+",Free,0.0,Mature 17+,Dating,"July 9, 2018",8.2,4.0.3 and up
6313,Voice changer with effects,FAMILY,4.2,1260903,8.7,"50,000,000+",Free,0.0,Everyone,Entertainment,"August 2, 2018",3.4.8,4.1 and up
6314,Talking Angela,ENTERTAINMENT,3.7,1828284,52.0,"100,000,000+",Free,0.0,Everyone,Entertainment,"July 12, 2018",2.8.2,4.1 and up
6316,EzCalculator,TOOLS,4.1,1657,2.0,"100,000+",Free,0.0,Everyone,Tools,"September 17, 2017",2.1.0,5.0 and up
6318,Room planner: Interior & Floorplan Design for IKEA,HOUSE_AND_HOME,4.0,4281,27.0,"100,000+",Free,0.0,Everyone,House & Home,"August 5, 2018",858,4.0.3 and up
6319,Citibanamex Movil,FINANCE,3.6,52306,42.0,"5,000,000+",Free,0.0,Everyone,Finance,"July 27, 2018",20.1.0,5.0 and up
6320,CR Tracker for Chests,TOOLS,5.0,6,4.5,50+,Free,0.0,Everyone,Tools,"June 5, 2018",1.0.2,4.1 and up
6321,Learn To Draw Glow Princess,FAMILY,4.5,3323,9.6,"1,000,000+",Free,0.0,Everyone,Casual;Pretend Play,"July 14, 2017",1.0.1,4.0.3 and up
6322,AdventureQuest Dragons,FAMILY,3.9,10114,48.0,"100,000+",Free,0.0,Everyone,Casual,"June 13, 2018",1.0.63,4.0 and up
6323,REDCap Mobile App,MEDICAL,4.3,56,11.0,"10,000+",Free,0.0,Everyone,Medical,"July 31, 2018",3.0.8,4.3 and up
6325,Info BMKG,WEATHER,4.3,21404,7.6,"1,000,000+",Free,0.0,Everyone,Weather,"June 15, 2017",2.2,4.4 and up
6326,The CW TV app,FAMILY,3.2,24,4.8,"5,000+",Free,0.0,Everyone,Entertainment,"July 28, 2018",1.1,3.2 and up
6327,RoboPad++,FAMILY,4.4,77,10.0,"10,000+",Free,0.0,Everyone,Education,"July 7, 2017",1.6,2.3 and up
6329,dB Sound Level Meter,TOOLS,3.9,203,2.3,"10,000+",Free,0.0,Everyone,Tools,"March 3, 2017",1.08,3.0 and up
6330,BT Messenger,COMMUNICATION,3.9,97,0.583984375,"50,000+",Free,0.0,Everyone,Communication,"May 15, 2015",1.0,2.2 and up
6331,"Wedding Planner by WeddingWire - Venues, Checklist",LIFESTYLE,4.2,3788,44.0,"1,000,000+",Free,0.0,Everyone,Lifestyle,"July 24, 2018",8.5.1,5.0 and up
6332,Air Transat CinePlus B,TRAVEL_AND_LOCAL,2.2,83,6.7,"50,000+",Free,0.0,Everyone,Travel & Local,"July 5, 2018",1.0.17.3905,4.4 and up
6333,Investigation Discovery GO,ENTERTAINMENT,4.5,12216,13.0,"1,000,000+",Free,0.0,Teen,Entertainment,"July 24, 2018",2.9.4,4.1 and up
6334,Dr. Dominoes,GAME,4.0,2700,5.7,"500,000+",Free,0.0,Everyone,Board,"January 3, 2018",1.06,4.1 and up
6338,tökr,MEDICAL,4.6,17,14.0,"1,000+",Free,0.0,Everyone,Medical,"July 11, 2018",1.9.0.0,4.1 and up
6339,City Driving Jeep Mania: Parking Passion 2018,FAMILY,4.4,36,24.0,"10,000+",Free,0.0,Everyone,Simulation,"June 14, 2018",1.0,4.0 and up
6340,Sports Car Driving Simulator 2018,GAME,4.3,2178,57.0,"500,000+",Free,0.0,Everyone,Racing,"March 28, 2018",1.1,4.1 and up
6341,Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,TOOLS,3.7,701,7.3,"100,000+",Free,0.0,Everyone,Tools,"July 31, 2018",Cow V3.15,4.3 and up
6344,MBTA GPS - Track the T,MAPS_AND_NAVIGATION,3.8,82,5.6,"5,000+",Free,0.0,Everyone,Maps & Navigation,"February 23, 2018",5.1.0,4.1 and up
6345,BF at Sea Refueled,GAME,4.4,1849,37.0,"10,000+",Free,0.0,Everyone,Board,"October 20, 2015",1.1.8,2.3.3 and up
6348,English-Myanmar Dictionary,BOOKS_AND_REFERENCE,4.4,8788,10.0,"1,000,000+",Free,0.0,Everyone,Books & Reference,"July 28, 2018",2.5.3,4.0 and up
6349,AE Video Poker,GAME,4.0,721,18.0,"50,000+",Free,0.0,Teen,Casino,"December 31, 2015",1.3.2,2.3 and up
6351,"Black Wallpaper, AMOLED, Dark Background: Darkify",LIFESTYLE,4.6,51357,80.0,"5,000,000+",Free,0.0,Everyone,Lifestyle,"July 31, 2018",8.0,4.0 and up
6353,Texas HoldEm Poker Deluxe (BR),GAME,4.5,1418,26.0,"10,000+",Free,0.0,Teen,Casino,"May 30, 2018",1.2.1,4.0.3 and up
6354,Rock n Roll Music Quiz Game,GAME,3.7,80,7.6,"10,000+",Free,0.0,Everyone,Trivia,"June 6, 2018",5.0,4.1 and up
6355,VPN Free - Betternet Hotspot VPN & Private Browser,TOOLS,4.5,801054,8.9,"10,000,000+",Free,0.0,Everyone,Tools,"August 1, 2018",4.3.0,4.1 and up
6363,Old: CL-150,FAMILY,3.8,120,24.0,"10,000+",Free,0.0,Everyone,Education,"May 21, 2018",1.1.7,4.0.3 and up
6364,English Conversation Courses,FAMILY,4.6,22165,6.8,"1,000,000+",Free,0.0,Everyone,Education,"June 28, 2018",4.1806.3,4.0 and up
